"interaction","name","selected","shared interaction","shared name","source","target"
"interacts with","Neisseria (interacts with) Veillonella","false","interacts with","Neisseria (interacts with) Veillonella","Neisseria","Veillonella"
"interacts with","Neisseria (interacts with) Yersinia","false","interacts with","Neisseria (interacts with) Yersinia","Neisseria","Yersinia"
"interacts with","Neisseria (interacts with) Yersinia","false","interacts with","Neisseria (interacts with) Yersinia","Neisseria","Yersinia"
"interacts with","Paenibacillus (interacts with) Paenibacillus","false","interacts with","Paenibacillus (interacts with) Paenibacillus","Paenibacillus","Paenibacillus"
"interacts with","Paenibacillus (interacts with) Paenibacillus","false","interacts with","Paenibacillus (interacts with) Paenibacillus","Paenibacillus","Paenibacillus"
"interacts with","Paenibacillus (interacts with) Peptostreptococcus","false","interacts with","Paenibacillus (interacts with) Peptostreptococcus","Paenibacillus","Peptostreptococcus"
"interacts with","Paenibacillus (interacts with) Porphyromonas","false","interacts with","Paenibacillus (interacts with) Porphyromonas","Paenibacillus","Porphyromonas"
"interacts with","Paenibacillus (interacts with) Porphyromonas","false","interacts with","Paenibacillus (interacts with) Porphyromonas","Paenibacillus","Porphyromonas"
"interacts with","Paenibacillus (interacts with) Porphyromonas","false","interacts with","Paenibacillus (interacts with) Porphyromonas","Paenibacillus","Porphyromonas"
"interacts with","Paenibacillus (interacts with) Prevotella","false","interacts with","Paenibacillus (interacts with) Prevotella","Paenibacillus","Prevotella"
"interacts with","Paenibacillus (interacts with) Rothia","false","interacts with","Paenibacillus (interacts with) Rothia","Paenibacillus","Rothia"
"interacts with","Paenibacillus (interacts with) Selenomonas","false","interacts with","Paenibacillus (interacts with) Selenomonas","Paenibacillus","Selenomonas"
"interacts with","Paenibacillus (interacts with) Selenomonas","false","interacts with","Paenibacillus (interacts with) Selenomonas","Paenibacillus","Selenomonas"
"interacts with","Paenibacillus (interacts with) Selenomonas","false","interacts with","Paenibacillus (interacts with) Selenomonas","Paenibacillus","Selenomonas"
"interacts with","Paenibacillus (interacts with) Shewanella","false","interacts with","Paenibacillus (interacts with) Shewanella","Paenibacillus","Shewanella"
"interacts with","Paenibacillus (interacts with) Shewanella","false","interacts with","Paenibacillus (interacts with) Shewanella","Paenibacillus","Shewanella"
"interacts with","Paenibacillus (interacts with) Shewanella","false","interacts with","Paenibacillus (interacts with) Shewanella","Paenibacillus","Shewanella"
"interacts with","Paenibacillus (interacts with) Shewanella","false","interacts with","Paenibacillus (interacts with) Shewanella","Paenibacillus","Shewanella"
"interacts with","Paenibacillus (interacts with) Streptococcus","false","interacts with","Paenibacillus (interacts with) Streptococcus","Paenibacillus","Streptococcus"
"interacts with","Paenibacillus (interacts with) Streptococcus","false","interacts with","Paenibacillus (interacts with) Streptococcus","Paenibacillus","Streptococcus"
"interacts with","Paenibacillus (interacts with) Tennerella","false","interacts with","Paenibacillus (interacts with) Tennerella","Paenibacillus","Tennerella"
"interacts with","Paenibacillus (interacts with) Tennerella","false","interacts with","Paenibacillus (interacts with) Tennerella","Paenibacillus","Tennerella"
"interacts with","Paenibacillus (interacts with) TM7","false","interacts with","Paenibacillus (interacts with) TM7","Paenibacillus","TM7"
"interacts with","Paenibacillus (interacts with) Veillonella","false","interacts with","Paenibacillus (interacts with) Veillonella","Paenibacillus","Veillonella"
"interacts with","Paenibacillus (interacts with) Veillonella","false","interacts with","Paenibacillus (interacts with) Veillonella","Paenibacillus","Veillonella"
"interacts with","Paenibacillus (interacts with) Yersinia","false","interacts with","Paenibacillus (interacts with) Yersinia","Paenibacillus","Yersinia"
"interacts with","Paenibacillus (interacts with) Yersinia","false","interacts with","Paenibacillus (interacts with) Yersinia","Paenibacillus","Yersinia"
"interacts with","Peptostreptococcus (interacts with) Peptostreptococcus","false","interacts with","Peptostreptococcus (interacts with) Peptostreptococcus","Peptostreptococcus","Peptostreptococcus"
"interacts with","Peptostreptococcus (interacts with) Peptostreptococcus","false","interacts with","Peptostreptococcus (interacts with) Peptostreptococcus","Peptostreptococcus","Peptostreptococcus"
"interacts with","Peptostreptococcus (interacts with) Peptostreptococcus","false","interacts with","Peptostreptococcus (interacts with) Peptostreptococcus","Peptostreptococcus","Peptostreptococcus"
"interacts with","Peptostreptococcus (interacts with) Porphyromonas","false","interacts with","Peptostreptococcus (interacts with) Porphyromonas","Peptostreptococcus","Porphyromonas"
"interacts with","Peptostreptococcus (interacts with) Prevotella","false","interacts with","Peptostreptococcus (interacts with) Prevotella","Peptostreptococcus","Prevotella"
"interacts with","Peptostreptococcus (interacts with) Prevotella","false","interacts with","Peptostreptococcus (interacts with) Prevotella","Peptostreptococcus","Prevotella"
"interacts with","Peptostreptococcus (interacts with) Rothia","false","interacts with","Peptostreptococcus (interacts with) Rothia","Peptostreptococcus","Rothia"
"interacts with","Peptostreptococcus (interacts with) Rothia","false","interacts with","Peptostreptococcus (interacts with) Rothia","Peptostreptococcus","Rothia"
"interacts with","Peptostreptococcus (interacts with) Rothia","false","interacts with","Peptostreptococcus (interacts with) Rothia","Peptostreptococcus","Rothia"
"interacts with","Peptostreptococcus (interacts with) Selenomonas","false","interacts with","Peptostreptococcus (interacts with) Selenomonas","Peptostreptococcus","Selenomonas"
"interacts with","Peptostreptococcus (interacts with) Selenomonas","false","interacts with","Peptostreptococcus (interacts with) Selenomonas","Peptostreptococcus","Selenomonas"
"interacts with","Peptostreptococcus (interacts with) Selenomonas","false","interacts with","Peptostreptococcus (interacts with) Selenomonas","Peptostreptococcus","Selenomonas"
"interacts with","Peptostreptococcus (interacts with) Selenomonas","false","interacts with","Peptostreptococcus (interacts with) Selenomonas","Peptostreptococcus","Selenomonas"
"interacts with","Peptostreptococcus (interacts with) Shewanella","false","interacts with","Peptostreptococcus (interacts with) Shewanella","Peptostreptococcus","Shewanella"
"interacts with","Peptostreptococcus (interacts with) Shewanella","false","interacts with","Peptostreptococcus (interacts with) Shewanella","Peptostreptococcus","Shewanella"
"interacts with","Peptostreptococcus (interacts with) Shewanella","false","interacts with","Peptostreptococcus (interacts with) Shewanella","Peptostreptococcus","Shewanella"
"interacts with","Peptostreptococcus (interacts with) Streptococcus","false","interacts with","Peptostreptococcus (interacts with) Streptococcus","Peptostreptococcus","Streptococcus"
"interacts with","Peptostreptococcus (interacts with) Streptococcus","false","interacts with","Peptostreptococcus (interacts with) Streptococcus","Peptostreptococcus","Streptococcus"
"interacts with","Peptostreptococcus (interacts with) Tennerella","false","interacts with","Peptostreptococcus (interacts with) Tennerella","Peptostreptococcus","Tennerella"
"interacts with","Peptostreptococcus (interacts with) Tennerella","false","interacts with","Peptostreptococcus (interacts with) Tennerella","Peptostreptococcus","Tennerella"
"interacts with","Peptostreptococcus (interacts with) Tennerella","false","interacts with","Peptostreptococcus (interacts with) Tennerella","Peptostreptococcus","Tennerella"
"interacts with","Peptostreptococcus (interacts with) TM7","false","interacts with","Peptostreptococcus (interacts with) TM7","Peptostreptococcus","TM7"
"interacts with","Peptostreptococcus (interacts with) TM7","false","interacts with","Peptostreptococcus (interacts with) TM7","Peptostreptococcus","TM7"
"interacts with","Peptostreptococcus (interacts with) Veillonella","false","interacts with","Peptostreptococcus (interacts with) Veillonella","Peptostreptococcus","Veillonella"
"interacts with","Peptostreptococcus (interacts with) Veillonella","false","interacts with","Peptostreptococcus (interacts with) Veillonella","Peptostreptococcus","Veillonella"
"interacts with","Peptostreptococcus (interacts with) Yersinia","false","interacts with","Peptostreptococcus (interacts with) Yersinia","Peptostreptococcus","Yersinia"
"interacts with","Peptostreptococcus (interacts with) Yersinia","false","interacts with","Peptostreptococcus (interacts with) Yersinia","Peptostreptococcus","Yersinia"
"interacts with","Peptostreptococcus (interacts with) Yersinia","false","interacts with","Peptostreptococcus (interacts with) Yersinia","Peptostreptococcus","Yersinia"
"interacts with","Porphyromonas (interacts with) Porphyromonas","false","interacts with","Porphyromonas (interacts with) Porphyromonas","Porphyromonas","Porphyromonas"
"interacts with","Porphyromonas (interacts with) Porphyromonas","false","interacts with","Porphyromonas (interacts with) Porphyromonas","Porphyromonas","Porphyromonas"
"interacts with","Porphyromonas (interacts with) Prevotella","false","interacts with","Porphyromonas (interacts with) Prevotella","Porphyromonas","Prevotella"
"interacts with","Porphyromonas (interacts with) Prevotella","false","interacts with","Porphyromonas (interacts with) Prevotella","Porphyromonas","Prevotella"
"interacts with","Porphyromonas (interacts with) Rothia","false","interacts with","Porphyromonas (interacts with) Rothia","Porphyromonas","Rothia"
"interacts with","Porphyromonas (interacts with) Rothia","false","interacts with","Porphyromonas (interacts with) Rothia","Porphyromonas","Rothia"
"interacts with","Porphyromonas (interacts with) Rothia","false","interacts with","Porphyromonas (interacts with) Rothia","Porphyromonas","Rothia"
"interacts with","Porphyromonas (interacts with) Rothia","false","interacts with","Porphyromonas (interacts with) Rothia","Porphyromonas","Rothia"
"interacts with","Porphyromonas (interacts with) Selenomonas","false","interacts with","Porphyromonas (interacts with) Selenomonas","Porphyromonas","Selenomonas"
"interacts with","Porphyromonas (interacts with) Selenomonas","false","interacts with","Porphyromonas (interacts with) Selenomonas","Porphyromonas","Selenomonas"
"interacts with","Porphyromonas (interacts with) Selenomonas","false","interacts with","Porphyromonas (interacts with) Selenomonas","Porphyromonas","Selenomonas"
"interacts with","Porphyromonas (interacts with) Shewanella","false","interacts with","Porphyromonas (interacts with) Shewanella","Porphyromonas","Shewanella"
"interacts with","Porphyromonas (interacts with) Shewanella","false","interacts with","Porphyromonas (interacts with) Shewanella","Porphyromonas","Shewanella"
"interacts with","Porphyromonas (interacts with) Streptococcus","false","interacts with","Porphyromonas (interacts with) Streptococcus","Porphyromonas","Streptococcus"
"interacts with","Porphyromonas (interacts with) Streptococcus","false","interacts with","Porphyromonas (interacts with) Streptococcus","Porphyromonas","Streptococcus"
"interacts with","Porphyromonas (interacts with) Streptococcus","false","interacts with","Porphyromonas (interacts with) Streptococcus","Porphyromonas","Streptococcus"
